Context,mean_delta,std_delta,count,mean_abs_delta
client,0.1527851104736328,0.2060238887416163,5,0.1527851104736328
someone,0.02985240618387858,0.19272530642929403,30,0.02985240618387858
visitor,-0.07523989677429199,0.2584876847297537,3,0.07523989677429199
child,-0.12633069356282553,0.047866084123804886,3,0.12633069356282553
customer,-0.21844792366027832,0.2967378032676953,7,0.21844792366027832
patient,-0.23460572212934494,0.316809794949856,8,0.23460572212934494
student,-0.32636404037475586,0.1473479287259206,3,0.32636404037475586
dispatcher,-0.3974450131257375,0.13477310653362107,3,0.3974450131257375
