method,context_mean,context_n,context_p_value,context_cohens_d
original,-0.6827630041996565,400,2.410096951331597e-15,-0.4122587980162237
within_word_l2r,-0.5361921903260577,400,1.661908428301541e-15,-0.41485430477038704
