method,context_mean,context_n,context_p_value,context_cohens_d
original,-0.0010924398871086788,785,0.9596126895998452,-0.0018079835222921952
within_word_l2r,-0.0015589845928276006,785,0.9424001320049744,-0.002579666445393506
