method,context_mean,context_n,context_p_value,context_cohens_d
original,-0.1532650394077109,400,1.219311790055139e-09,-0.3112574459341641
within_word_l2r,-0.1811391248964901,400,1.1025527144659629e-12,-0.36769375647594366
