method,context_mean,context_n,context_p_value,context_cohens_d
original,-0.25209009452776243,400,3.512702661991298e-10,-0.3218230385025312
within_word_l2r,-0.27875428631392424,400,5.6092037294251236e-12,-0.355197533096039
