method,context_mean,context_n,context_p_value,context_cohens_d
original,-0.12798667907714845,400,9.571436869803499e-05,-0.19706069484840996
within_word_l2r,-0.15553062438964843,400,1.8982373210459504e-08,-0.2868939697621381
