method,context_mean,context_n,context_p_value,context_cohens_d
original,-0.10207425415436547,400,5.191446478329571e-05,-0.20456629698033094
within_word_l2r,-0.10522787723607507,400,0.0003539330525778288,-0.18016431446562017
