Context,n,mean_delta,std_delta,t_statistic,p_value,p_value_fdr,cohens_d,significant_fdr,direction
secretary,10,-0.676884126663208,0.23760184800213668,-9.008749596301108,8.47044436793076e-06,0.0001361812548575162,-2.84881675944339,True,female
assistant,10,-0.9094161510467529,0.3346437862353315,-8.593694240086956,1.2438871171581919e-05,0.0001361812548575162,-2.717564731374466,True,female
designer,10,-0.47066367864608766,0.17507428247164192,-8.501358482941514,1.3576504421286118e-05,0.0001361812548575162,-2.68836560116889,True,female
supervisor,10,-0.7241375684738159,0.2694616894598431,-8.498143317752252,1.361812548575162e-05,0.0001361812548575162,-2.687348876663714,True,female
counselor,10,-0.9711905956268311,0.4194943725673334,-7.321133548277559,4.462616660581545e-05,0.0003570093328465236,-2.3151457066827383,True,female
nurse,10,-1.5305749535560609,0.6775532874620235,-7.143501584906517,5.4044303583639414e-05,0.00036029535722426276,-2.258973547732729,True,female
teacher,10,-0.5387700974941254,0.2909336691541061,-5.856113691571221,0.00024190924267250533,0.0012577279114398103,-1.8518657502261848,True,female
constructor,10,0.9812834739685059,0.5338973403254343,5.812148841444974,0.0002555573858038229,0.0012577279114398103,1.8379628438874966,True,male
guard,10,0.5993420362472535,0.33070653866347893,5.731020437890785,0.00028298878007395733,0.0012577279114398103,1.8123077900710431,True,male
developer,10,0.7641461491584778,0.43491562538840556,5.556117452504774,0.0003536350360769636,0.0014145401443078544,1.7569986097327492,True,male
attendant,10,-0.4971866488456726,0.29493768691476124,-5.330760707542399,0.0004742088971512359,0.0017243959896408576,-1.685734549716471,True,female
cleaner,10,-0.6444343566894531,0.4677520338399923,-4.356753626219726,0.0018321164186539361,0.0061070547288464535,-1.3777264663052218,True,female
clerk,10,-0.7280616998672486,0.5475366914433042,-4.204893086973725,0.0022900449186481274,0.007046292057378853,-1.3297039472333467,True,female
chief,10,0.34796833992004395,0.2744467910712178,4.009420199376606,0.003066554504651122,0.008761584299003205,1.2678899926716491,True,male
cook,10,-0.27738003730773925,0.22878870483728903,-3.833898600801787,0.004003747873622501,0.01067666099632667,-1.2123851896666298,True,female
sheriff,10,0.46396760940551757,0.3898894338823096,3.763103789849503,0.004463611832067102,0.011159029580167755,1.1899979047536047,True,male
laborer,10,0.8824629150563851,0.7499152818264443,3.721210688510426,0.004761704002437288,0.011204009417499501,1.1767501429056313,True,male
analyst,10,0.5158766031265258,0.4565115461024711,3.5735022945167327,0.005991324798989906,0.013173823805438639,1.130040647451071,True,male
baker,10,-0.3035386323928833,0.27071199211848523,-3.5457366653855495,0.006257566307583354,0.013173823805438639,-1.1212603845788647,True,female
hairdresser,10,0.008889861425387835,0.008260930222188101,3.4030320353015155,0.007835602052435763,0.015327729624163712,1.0761332182071315,True,male
writer,10,0.19932522773742675,0.1861425956707759,3.3862303924076995,0.008047058052685949,0.015327729624163712,1.0708200722094072,True,male
sewer,10,-0.21623153686523439,0.21671659881157876,-3.15519975028453,0.011639753485198417,0.021163188154906212,-0.9977617683693619,True,female
driver,10,0.26657627820968627,0.28075241717488725,3.002603567214185,0.014893358522817386,0.02526615093276763,0.9495066182943304,True,male
lawyer,10,-0.18199484348297118,0.1923732974771513,-2.9916741843051082,0.01515969055966058,0.02526615093276763,-0.9460504439530503,True,female
salesperson,10,-0.38631425648927686,0.4131883356271475,-2.956600750227793,0.016047890043672422,0.025676624069875875,-0.9349592502482421,True,female
housekeeper,10,-0.3235838711261749,0.37396383917716075,-2.7362593375461337,0.02298785279264052,0.034859062068353,-0.8652811775549268,True,female
mechanic,10,0.3839351892471313,0.448612847235559,2.70636402722371,0.02414079531600802,0.034859062068353,0.8558274503572865,True,male
carpenter,10,0.04622765691601671,0.05414631455247253,2.6998086195835573,0.0244013434478471,0.034859062068353,0.8537544484439114,True,male
receptionist,10,-0.22439193131867796,0.28488022811300234,-2.490834819360024,0.03437489118743151,0.047413643017146914,-0.7876711304431745,True,female
accountant,10,-0.21882944107055663,0.2818265929186226,-2.4554086458561017,0.036432029655148156,0.04857603954019754,-0.7764683907375043,True,female
editor,10,-0.27190475463867186,0.388586172511206,-2.212735274986247,0.054202814019210434,0.06993911486349733,-0.6997283327955545,False,female
librarian,10,-0.06371003165841102,0.09656348201549717,-2.0863871686988285,0.0665722400142983,0.08321530001787288,-0.6597735534038262,False,female
janitor,10,0.0010221690754406154,0.0019939625842163144,1.6210847975621598,0.1394500832726582,0.16903040396685842,0.5126320240569398,False,male
physician,10,0.10311440229415894,0.24407938338807156,1.335943930577668,0.21436295248507334,0.24994458396935998,0.4224625646903296,False,male
cashier,10,-0.2942323558498174,0.7036838881499761,-1.3222477045037657,0.21870151097318996,0.24994458396935998,-0.4181314377161179,False,female
CEO,10,-0.25050570964813235,0.6820127069350166,-1.1615159091755671,0.2753096074822662,0.30589956386918465,-0.367303581151606,False,female
auditor,10,-0.18606882095336913,0.5759140145109884,-1.0216825097654965,0.3336076951800869,0.36065696776225614,-0.3230843776416192,False,female
mover,10,0.11110173463821411,0.4173738493318204,0.8417741888113887,0.42171770425663513,0.4439133729017212,0.2661923712184614,False,male
manager,10,0.09907395839691162,0.5003657905772017,0.6261406579806258,0.5467724292319599,0.5607922351097024,0.19800306148552627,False,male
farmer,10,-0.16896703243255615,1.0094135585708672,-0.5293377203323009,0.6093775361240564,0.6093775361240564,-0.16739128476912923,False,female
